EmployeeKey,EmployeeNationalID,SalesTerritoryKey,FirstName,LastName,FullName,Title,Title,HireDate,BirthDate,EmalAddress,Phone,MediumaritalSmalltatuSmall,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,DepartmentName,StartDate,EndDate,Status
244,697712387,11,Eric,Brown,Eric Brown,Production   Technician   - WC40,Production Technician - WC40,8/24/2009,7/8/1942,eric1@adventure-works.com,680-555-0118,Medium,Male,1,15.00,60,50,Production,8/24/2009,,Current
245,381073001,11,Eric,Kurjan,Eric Kurjan,Buyer,Buyer,8/27/2009,4/17/1972,eric2@adventure-works.com,265-555-0195,Small,Male,2,18.27,54,47,Purchasing,8/27/2009,,Current
246,646304055,11,Pat,Coleman,Pat Coleman,Janitor,Janitor,8/27/2009,7/3/1970,pat0@adventure-works.com,720-555-0158,Small,Male,1,9.25,89,64,Facilities and Maintenance,8/27/2009,,Current
247,414476027,11,Maciej,Dusza,Maciej Dusza,Production   Technician   - WC60,Production Technician - WC60,8/29/2009,8/30/1954,maciej0@adventure-works.com,237-555-0128,Small,Male,1,12.45,30,35,Production,8/29/2009,,Current
248,785853949,11,Erin,Hagens,Erin Hagens,Buyer,Buyer,8/31/2009,8/4/1970,erin0@adventure-works.com,842-555-0158,Small,Female,2,18.27,53,46,Purchasing,8/31/2009,,Current
249,90888098,11,Patrick,Wedge,Patrick Wedge,Production   Technician   - WC10,Production Technician - WC10,9/1/2009,4/10/1986,patrick0@adventure-works.com,413-555-0124,Small,Male,1,13.45,96,68,Production,9/1/2009,,Current
250,947029962,11,Frank,Martinez,Frank Martinez,Production   Technician   - WC40,Production Technician - WC40,9/5/2009,10/1/1951,frank3@adventure-works.com,203-555-0196,Medium,Male,1,15.00,66,53,Production,9/5/2009,,Current
251,461786517,11,Ed,Dudenhoefer,Ed Dudenhoefer,Production   Technician   - WC60,Production Technician - WC60,9/5/2009,4/11/1971,ed0@adventure-works.com,919-555-0140,Small,Male,1,12.45,25,32,Production,9/5/2009,,Current
252,393421437,11,Christopher,Hill,Christopher Hill,Production   Technician   - WC10,Production Technician - WC10,9/8/2009,5/1/1986,christopher0@adventure-works.com,153-555-0166,Medium,Male,1,13.45,91,65,Production,9/8/2009,,Current
253,988315686,11,Patrick,Cook,Patrick Cook,Production   Technician   - WC40,Production Technician - WC40,9/12/2009,7/23/1973,patrick1@adventure-works.com,425-555-0117,Medium,Male,1,15.00,61,50,Production,9/12/2009,,Current
254,56772045,11,Krishna,Sunkammurali,Krishna Sunkammurali,Production   Technician   - WC20,Production Technician - WC20,9/13/2009,4/5/1971,krishna0@adventure-works.com,491-555-0183,Small,Male,1,14.00,2,21,Production,9/13/2009,,Current
255,879334904,11,Lori,Penor,Lori Penor,Janitor,Janitor,9/16/2009,2/28/1970,lori1@adventure-works.com,295-555-0161,Medium,Female,1,9.25,90,65,Facilities and Maintenance,9/16/2009,,Current
256,82638150,11,Danielle,Tiedt,Danielle Tiedt,Production   Technician   - WC10,Production Technician - WC10,9/20/2009,4/7/1986,danielle0@adventure-works.com,500-555-0172,Small,Female,1,13.45,97,68,Production,9/20/2009,,Current
257,343861179,11,Sootha,Charncherngkha,Sootha Charncherngkha,Quality Assurance   Technician  ,Quality Assurance Technician,9/23/2009,7/5/1942,sootha0@adventure-works.com,325-555-0137,Medium,Male,2,10.58,85,62,Quality Assurance,9/23/2009,,Current
258,582347317,11,Michael,Zwilling,Michael Zwilling,Production   Technician   - WC60,Production Technician - WC60,9/23/2009,4/5/1973,michael7@adventure-works.com,582-555-0148,Small,Male,1,12.45,26,33,Production,9/23/2009,,Current
259,8066363,11,Randy,Reeves,Randy Reeves,Production   Technician   - WC60,Production Technician - WC60,9/23/2009,11/26/1969,randy0@adventure-works.com,961-555-0122,Medium,Male,1,12.45,29,34,Production,9/23/2009,,Current
260,561196580,11,John,Kane,John Kane,Production   Technician   - WC10,Production Technician - WC10,9/27/2009,4/28/1986,john4@adventure-works.com,254-555-0114,Small,Male,1,13.45,92,66,Production,9/27/2009,,Current
261,58791499,11,Jack,Creasey,Jack Creasey,Production   Technician   - WC40,Production Technician - WC40,10/1/2009,3/29/1973,jack1@adventure-works.com,521-555-0113,Small,Male,1,15.00,62,51,Production,10/1/2009,,Current
262,163347032,11,Olinda,Turner,Olinda Turner,Production   Technician   - WC20,Production Technician - WC20,10/2/2009,11/2/1969,olinda0@adventure-works.com,306-555-0186,Small,Female,1,14.00,3,21,Production,10/2/2009,,Current
263,28414965,11,Stuart,Macrae,Stuart Macrae,Janitor,Janitor,10/3/2009,7/17/1971,stuart1@adventure-works.com,539-555-0149,Medium,Male,1,9.25,88,64,Facilities and Maintenance,10/3/2009,,Current
264,153479919,11,Jo,Berry,Jo Berry,Janitor,Janitor,10/5/2009,11/22/1953,jo1@adventure-works.com,228-555-0159,Medium,Female,1,9.25,91,65,Facilities and Maintenance,10/5/2009,,Current
265,20269531,11,Ben,Miller,Ben Miller,Buyer,Buyer,10/7/2009,1/1/1973,ben0@adventure-works.com,151-555-0113,Medium,Male,2,18.27,55,47,Purchasing,10/7/2009,,Current
266,826454897,11,Tom,Vande Velde,Tom Vande Velde,Production   Technician   - WC10,Production Technician - WC10,10/8/2009,5/1/1986,tom0@adventure-works.com,295-555-0161,Medium,Male,1,13.45,98,69,Production,10/8/2009,,Current
267,974026903,11,Ovidiu,Cracium,Ovidiu Cracium,Senior Tool Designer,Senior Tool Designer,7/5/2010,8/17/1977,ovidiu0@adventure-works.com,719-555-0181,Small,Male,2,28.85,7,23,Tool Design,7/5/2010,,Current
268,437296311,11,Annette,Hill,Annette Hill,Purchasing Assistant,Purchasing Assistant,7/6/2010,8/29/1977,annette0@adventure-works.com,125-555-0196,Medium,Female,2,12.75,50,45,Purchasing,7/6/2010,,Current
269,486228782,11,Janice,Galvin,Janice Galvin,Tool Designer,Tool Designer,7/23/2010,12/26/1988,janice0@adventure-works.com,473-555-0117,Medium,Female,2,25.00,8,24,Tool Design,7/23/2010,,Current
270,280633567,11,Reinout,Hillmann,Reinout Hillmann,Purchasing Assistant,Purchasing Assistant,7/25/2010,8/17/1977,reinout0@adventure-works.com,370-555-0163,Medium,Male,2,12.75,51,45,Purchasing,7/25/2010,,Current
271,42487730,11,Michael,Sullivan,Michael Sullivan,Senior Design Engineer,Senior Design Engineer,7/30/2010,1/14/1979,michael8@adventure-works.com,465-555-0156,Small,Male,2,36.06,3,21,Engineering,7/30/2010,,Current
272,502097814,11,Stephen,Jiang,Stephen Jiang,North American Sales  Manager,North American Sales Manager,8/4/2010,5/17/1951,stephen0@adventure-works.com,238-555-0197,Medium,Male,2,48.10,14,27,Sales,8/4/2010,,Current
273,323403273,11,Wanida,Benshoof,Wanida Benshoof,Marketing Assistant,Marketing Assistant,8/7/2010,10/15/1974,wanida0@adventure-works.com,708-555-0141,Medium,Female,2,13.46,41,40,Marketing,8/7/2010,,Current
274,56920285,11,Sharon,Salavaria,Sharon Salavaria,Design Engineer,Design Engineer,8/18/2010,11/30/1960,sharon0@adventure-works.com,970-555-0138,Medium,Female,2,32.69,4,22,Engineering,8/18/2010,,Current
275,222969461,11,John,Wood,John Wood,Marketing Specialist,Marketing Specialist,9/7/2010,10/4/1977,john5@adventure-works.com,486-555-0150,Small,Male,2,14.42,48,44,Marketing,9/7/2010,,Current
276,52541318,11,Mary,Dempsey,Mary Dempsey,Marketing Assistant,Marketing Assistant,9/14/2010,8/29/1977,mary2@adventure-works.com,124-555-0114,Small,Female,2,13.46,43,41,Marketing,9/14/2010,,Current
277,112432117,11,Brian,Welcker,Brian Welcker,Vice President of Sales,Vice President of Sales,9/15/2010,1/4/1977,brian3@adventure-works.com,716-555-0127,Small,Male,2,72.12,10,25,Sales,9/15/2010,,Current
278,895209680,11,Sheela,Word,Sheela Word,Purchasing  Manager,Purchasing Manager,9/25/2010,9/10/1977,sheela0@adventure-works.com,210-555-0193,Small,Female,2,30.00,49,44,Purchasing,9/25/2010,2/27/2011,
279,895209680,11,Sheela,Word,Sheela Word,Purchasing  Manager,Purchasing Manager,9/25/2010,9/10/1977,sheela0@adventure-works.com,210-555-0193,Small,Female,2,30.00,49,44,Purchasing,2/28/2011,2/12/2012,
280,895209680,11,Sheela,Word,Sheela Word,Purchasing  Manager,Purchasing Manager,9/25/2010,9/10/1977,sheela0@adventure-works.com,210-555-0193,Small,Female,2,30.00,49,44,Purchasing,2/13/2012,,Current
281,841560125,2,Michael,Blythe,Michael Blythe,Sales Representative,Sales Representative,12/29/2010,7/25/1968,michael9@adventure-works.com,257-555-0154,Small,Male,2,23.08,38,39,Sales,12/29/2010,,Current
282,191644724,4,Linda,Mitchell,Linda Mitchell,Sales Representative,Sales Representative,12/29/2010,9/27/1979,linda3@adventure-works.com,883-555-0116,Medium,Female,2,23.08,27,33,Sales,12/29/2010,,Current
283,615389812,3,Jillian,Carson,Jillian Carson,Sales Representative,Sales Representative,12/29/2010,3/29/1962,jillian0@adventure-works.com,517-555-0117,Small,Female,2,23.08,24,32,Sales,12/29/2010,,Current
284,234474252,6,Garrett,Vargas,Garrett Vargas,Sales Representative,Sales Representative,12/29/2010,9/4/1974,garrett1@adventure-works.com,922-555-0165,Medium,Male,2,23.08,33,36,Sales,12/29/2010,,Current
285,716374314,5,Tsvi,Reiter,Tsvi Reiter,Sales Representative,Sales Representative,12/29/2010,8/18/1973,tsvi0@adventure-works.com,664-555-0112,Medium,Male,2,23.08,29,34,Sales,12/29/2010,,Current
286,61161660,1,Pamela,Ansman-Wolfe,Pamela Ansman-Wolfe,Sales Representative,Sales Representative,12/29/2010,7/6/1974,pamela0@adventure-works.com,340-555-0193,Small,Female,2,23.08,22,31,Sales,12/29/2010,,Current
287,139397894,4,Shu,Ito,Shu Ito,Sales Representative,Sales Representative,12/29/2010,10/8/1943,shu0@adventure-works.com,330-555-0120,Medium,Male,2,23.08,26,33,Sales,12/29/2010,,Current
288,399771412,6,Jos ,Saraiva,Jos  Saraiva,Sales Representative,Sales Representative,12/29/2010,7/11/1939,jos 1@adventure-works.com,185-555-0169,Medium,Male,2,23.08,31,35,Sales,12/29/2010,,Current
289,987554265,1,David,Campbell,David Campbell,Sales Representative,Sales Representative,12/29/2010,9/11/1973,david8@adventure-works.com,740-555-0182,Small,Male,2,23.08,23,31,Sales,12/29/2010,,Current
290,982310417,11,Amy,Alberts,Amy Alberts,European Sales  Manager,European Sales Manager,11/15/2011,4/20/1957,amy0@adventure-works.com,775-555-0164,Medium,Female,2,48.10,21,30,Sales,11/15/2011,,Current
293,90836195,1,Tete,Mensa-Annan,Tete Mensa-Annan,Sales Representative,Sales Representative,4/30/2012,8/5/1977,tete0@adventure-works.com,615-555-0153,Medium,Male,2,23.08,39,39,Sales,4/30/2012,,Current
294,481044938,11,Syed,Abbas,Syed Abbas,Pacific Sales  Manager,Pacific Sales Manager,10/12/2012,8/11/1974,syed0@adventure-works.com,926-555-0182,Medium,Male,2,48.10,20,30,Sales,10/12/2012,,Current

